,kingdom,btk,phylum,btp,class,btc,order,bto,family,btf,genus,btg,abundance
Otu07984,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Enterobacterales_unclassified,100,Enterobacterales_unclassified,100,4
Otu07985,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Nitrosococcales,100,Nitrosococcaceae,100,Nitrosococcaceae_unclassified,100,4
Otu07986,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu07987,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Pseudomonadales,100,Halieaceae,100,Halieaceae_unclassified,75,4
Otu07988,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Enterobacterales_unclassified,100,Enterobacterales_unclassified,100,4
Otu07989,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,4
Otu07990,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Enterobacterales_unclassified,100,Enterobacterales_unclassified,100,4
Otu07991,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Ectothiorhodospirales,100,Ectothiorhodospiraceae,100,Thiogranum,100,4
Otu07992,Bacteria,100,Firmicutes,100,Bacilli,100,RF39,100,RF39_fa,100,RF39_ge,100,4
Otu07993,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Enterobacterales_unclassified,100,Enterobacterales_unclassified,100,4
Otu07994,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu07995,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Pseudomonadales,100,Halieaceae,100,Halioglobus,100,4
Otu07996,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,4
Otu07997,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,4
Otu07998,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Microbacteriaceae,100,Leucobacter,75,4
Otu07999,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Microbacteriaceae,100,Microbacteriaceae_unclassified,75,4
Otu08000,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08001,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,4
Otu08002,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08003,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,4
Otu08004,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,uncultured,100,4
Otu08005,Bacteria,100,Verrucomicrobiota,100,Kiritimatiellae,100,WCHB1-41,100,WCHB1-41_fa,100,WCHB1-41_ge,100,4
Otu08006,Bacteria,100,Patescibacteria,100,Parcubacteria,100,Candidatus_Moranbacteria,100,Candidatus_Moranbacteria_fa,100,Candidatus_Moranbacteria_ge,100,4
Otu08007,Bacteria,100,Verrucomicrobiota,100,Kiritimatiellae,100,WCHB1-41,100,WCHB1-41_fa,100,WCHB1-41_ge,100,4
Otu08008,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,uncultured,100,4
Otu08009,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08010,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08011,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,Pelolinea,100,4
Otu08012,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08013,Bacteria,100,Proteobacteria,100,Proteobacteria_unclassified,100,Proteobacteria_unclassified,100,Proteobacteria_unclassified,100,Proteobacteria_unclassified,100,4
Otu08014,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08015,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08016,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08017,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08018,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08019,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,uncultured,100,4
Otu08020,Bacteria,100,Verrucomicrobiota,100,Kiritimatiellae,100,WCHB1-41,100,WCHB1-41_fa,100,WCHB1-41_ge,100,4
Otu08021,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08022,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08023,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08024,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08025,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08026,Bacteria,100,Firmicutes,100,Bacilli,100,Acholeplasmatales,100,Acholeplasmataceae,100,Acholeplasmataceae_unclassified,100,4
Otu08027,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Ethanoligenenaceae,100,Incertae_Sedis,75,4
Otu08028,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,Anaerolineaceae_unclassified,100,4
Otu08029,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,uncultured,100,4
Otu08030,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Dermabacteraceae,100,Dermabacteraceae_unclassified,100,4
Otu08031,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Gaiellales,100,uncultured,100,uncultured_ge,100,4
Otu08032,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,LD1-PA32,100,LD1-PA32_fa,100,LD1-PA32_ge,100,4
Otu08033,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,LD1-PA32,100,LD1-PA32_fa,100,LD1-PA32_ge,100,4
Otu08034,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08035,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Ruminococcaceae,100,Angelakisella,100,4
Otu08036,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,4
Otu08037,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08038,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08039,Bacteria,100,Myxococcota,100,Polyangia,100,MidBa8,100,MidBa8_fa,100,MidBa8_ge,100,4
Otu08040,Bacteria,100,Myxococcota,100,Polyangia,100,MidBa8,100,MidBa8_fa,100,MidBa8_ge,100,4
Otu08041,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08042,Bacteria,100,Planctomycetota,100,OM190,100,OM190_or,100,OM190_fa,100,OM190_ge,100,4
Otu08043,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_fa,100,Babeliales_ge,100,4
Otu08044,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08045,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Flavobacteriales,100,Weeksellaceae,100,Chryseobacterium,100,4
Otu08046,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08047,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Flavobacteriales,100,Weeksellaceae,100,Moheibacter,100,4
Otu08048,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,4
Otu08049,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08050,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08051,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,4
Otu08052,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Parvibaculales,100,Parvibaculales_unclassified,100,Parvibaculales_unclassified,100,4
Otu08053,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08054,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08055,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08056,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,4
Otu08057,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08058,Bacteria,100,Patescibacteria,100,Parcubacteria,100,Candidatus_Moranbacteria,100,Candidatus_Moranbacteria_fa,100,Candidatus_Moranbacteria_ge,100,4
Otu08059,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08060,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08061,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,4
Otu08062,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,4
Otu08063,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,4
Otu08064,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,4
Otu08065,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,4
Otu08066,Bacteria,100,Verrucomicrobiota,100,Kiritimatiellae,100,WCHB1-41,100,WCHB1-41_fa,100,WCHB1-41_ge,100,4
Otu08067,Bacteria,100,Verrucomicrobiota,100,Kiritimatiellae,100,WCHB1-41,100,WCHB1-41_fa,100,WCHB1-41_ge,100,4
Otu08068,Bacteria,100,Chloroflexi,100,Anaerolineae,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,4
Otu08069,Bacteria,100,Patescibacteria,100,Saccharimonadia,100,Saccharimonadales,100,Saccharimonadales_unclassified,100,Saccharimonadales_unclassified,100,4
Otu08070,Bacteria,100,Bdellovibrionota,100,Bdellovibrionia,100,Bdellovibrionales,100,Bdellovibrionaceae,100,OM27_clade,100,4
Otu08071,Bacteria,100,Acidobacteriota,100,Vicinamibacteria,100,Subgroup_17,100,Subgroup_17_fa,100,Subgroup_17_ge,100,4
Otu08072,Bacteria,100,Bdellovibrionota,100,Bdellovibrionia,100,Bdellovibrionales,100,Bdellovibrionaceae,100,Bdellovibrio,100,4
Otu08073,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Solirubrobacterales,100,67-14,100,67-14_ge,100,4
Otu08074,Bacteria,100,Bdellovibrionota,100,Oligoflexia,100,Oligoflexales,100,Oligoflexaceae,100,uncultured,75,4
Otu08075,Bacteria,100,Firmicutes,100,Clostridia,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,4
Otu08076,Bacteria,100,Bdellovibrionota,100,Oligoflexia,100,Oligoflexales,100,Oligoflexaceae,100,Oligoflexaceae_unclassified,75,4
Otu08077,Bacteria,100,Bdellovibrionota,100,Oligoflexia,100,Oligoflexales,100,Oligoflexaceae,100,uncultured,100,4
Otu08078,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Steroidobacterales,100,Woeseiaceae,100,Woeseia,100,4
Otu08079,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Chitinophagales,100,Saprospiraceae,100,Saprospiraceae_unclassified,100,4
Otu08080,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Chromatiales,100,Chromatiaceae,100,uncultured,100,4
Otu08081,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_unclassified,100,Babeliales_unclassified,100,4
Otu08082,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodospirillales,100,Terasakiellaceae,100,uncultured,100,4
Otu08083,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Solirubrobacterales,100,67-14,100,67-14_ge,100,4
Otu08086,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Chitinophagales,100,Saprospiraceae,100,Saprospiraceae_unclassified,100,4
Otu08087,Bacteria,100,Firmicutes,100,Bacilli,100,Lactobacillales,100,Lactobacillales_unclassified,100,Lactobacillales_unclassified,100,4
Otu08088,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,UBA10353_marine_group,100,UBA10353_marine_group_fa,100,UBA10353_marine_group_ge,100,4
Otu08089,Bacteria,100,Firmicutes,100,Firmicutes_unclassified,100,Firmicutes_unclassified,100,Firmicutes_unclassified,100,Firmicutes_unclassified,100,4
Otu08090,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Sphingomonadales,100,Sphingomonadaceae,100,Sphingomonadaceae_unclassified,100,4
Otu08091,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Sphingomonadales,100,Sphingomonadaceae,100,Sphingomonadaceae_unclassified,100,4
Otu08092,Bacteria,100,Firmicutes,100,Firmicutes_unclassified,100,Firmicutes_unclassified,100,Firmicutes_unclassified,100,Firmicutes_unclassified,100,4
Otu08093,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,UBA12409,100,UBA12409_ge,100,4
Otu08094,Archaea,100,Nanoarchaeota,100,Nanoarchaeia,100,Woesearchaeales,100,Woesearchaeales_fa,100,Woesearchaeales_ge,100,4
Otu08095,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,UBA12409,100,UBA12409_ge,100,4
Otu08096,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,75,4
Otu08097,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcaceae,100,Enteractinococcus,75,4
Otu08098,Bacteria,100,Firmicutes,100,Bacilli,100,Erysipelotrichales,100,Erysipelotrichaceae,100,Breznakia,100,4
Otu08099,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,100,4
Otu08100,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,100,4
Otu08101,Bacteria,100,Firmicutes,100,Bacilli,100,Erysipelotrichales,100,Erysipelotrichaceae,100,ZOR0006,100,4
Otu08102,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Oscillospirales_unclassified,100,Oscillospirales_unclassified,100,4
Otu08103,Bacteria,100,Firmicutes,100,Clostridia,100,Peptostreptococcales-Tissierellales,100,Peptostreptococcales-Tissierellales_unclassified,100,Peptostreptococcales-Tissierellales_unclassified,100,4
Otu08104,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,100,4
Otu08105,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08106,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,100,4
Otu08107,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,100,4
Otu08108,Bacteria,100,Firmicutes,100,Bacilli,100,Erysipelotrichales,100,Erysipelotrichaceae,100,Breznakia,100,4
Otu08109,Bacteria,100,Firmicutes,100,Clostridia,100,Peptostreptococcales-Tissierellales,100,Peptostreptococcales-Tissierellales_unclassified,100,Peptostreptococcales-Tissierellales_unclassified,100,4
Otu08110,Bacteria,100,Firmicutes,100,Bacilli,100,Erysipelotrichales,100,Erysipelotrichaceae,100,Breznakia,100,4
Otu08111,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Planctomycetes_unclassified,100,Planctomycetes_unclassified,100,Planctomycetes_unclassified,100,4
Otu08112,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Cohaesibacter,75,4
Otu08113,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcaceae,100,Micrococcaceae_unclassified,100,4
Otu08114,Bacteria,100,Bdellovibrionota,100,Oligoflexia,100,Silvanigrellales,100,Silvanigrellaceae,100,Silvanigrellaceae_unclassified,100,4
Otu08115,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,75,4
Otu08116,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Pseudahrensia,75,4
Otu08117,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,100,4
Otu08118,Bacteria,100,Bdellovibrionota,100,Oligoflexia,100,Oligoflexales,100,Oligoflexaceae,100,uncultured,100,4
Otu08119,Bacteria,100,Firmicutes,100,Clostridia,100,Peptostreptococcales-Tissierellales,100,Peptostreptococcales-Tissierellales_fa,100,Anaeromicrobium,100,4
Otu08120,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Solirubrobacterales,100,67-14,100,67-14_ge,100,4
Otu08121,Bacteria,100,Firmicutes,100,Clostridia,100,Peptostreptococcales-Tissierellales,100,Peptostreptococcales-Tissierellales_fa,100,Anaeromicrobium,100,4
Otu08122,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Colwelliaceae,100,Thalassotalea,100,4
Otu08123,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,75,4
Otu08124,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Solirubrobacterales,100,67-14,100,67-14_ge,100,4
Otu08125,Bacteria,100,Myxococcota,100,Polyangia,100,Polyangiales,100,BIrii41,100,BIrii41_ge,100,4
Otu08126,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Solirubrobacterales,100,67-14,100,67-14_ge,100,4
Otu08127,Bacteria,100,Bdellovibrionota,100,Oligoflexia,100,Oligoflexales,100,Oligoflexaceae,100,uncultured,100,4
Otu08128,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,4
Otu08129,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Ardenticatenales,100,uncultured,100,uncultured_ge,100,4
Otu08130,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Ardenticatenales,100,uncultured,100,uncultured_ge,100,4
Otu08131,Bacteria,100,Patescibacteria,100,Saccharimonadia,100,Saccharimonadales,100,Saccharimonadales_fa,100,Saccharimonadales_ge,100,4
Otu08132,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Ardenticatenales,100,uncultured,100,uncultured_ge,100,4
Otu08133,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Ardenticatenales,100,uncultured,100,uncultured_ge,100,4
Otu08134,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Ardenticatenales,100,uncultured,100,uncultured_ge,100,4
Otu08135,Bacteria,100,Firmicutes,100,Bacilli,100,Paenibacillales,100,Paenibacillaceae,100,Paenibacillaceae_unclassified,100,4
Otu08136,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Corynebacteriales_unclassified,100,Corynebacteriales_unclassified,100,4
Otu08137,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Ectothiorhodospirales,100,Ectothiorhodospirales_unclassified,100,Ectothiorhodospirales_unclassified,100,4
Otu08138,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,75,4
Otu08139,Bacteria,100,Cyanobacteria,100,Cyanobacteriia,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,4
Otu08140,Bacteria,100,Cyanobacteria,100,Cyanobacteriia,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,4
Otu08141,Bacteria,100,Cyanobacteria,100,Cyanobacteriia,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,4
Otu08142,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Waddliaceae,100,Waddlia,100,4
Otu08143,Bacteria,100,Chloroflexi,100,KD4-96,100,KD4-96_or,100,KD4-96_fa,100,KD4-96_ge,100,4
Otu08144,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Xanthobacteraceae,100,Pseudolabrys,75,4
Otu08145,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_fa,100,Babeliales_ge,100,4
Otu08146,Bacteria,100,Planctomycetota,100,OM190,100,OM190_or,100,OM190_fa,100,OM190_ge,100,4
Otu08147,Bacteria,100,Patescibacteria,100,Microgenomatia,100,Microgenomatia_unclassified,100,Microgenomatia_unclassified,100,Microgenomatia_unclassified,100,4
Otu08148,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Pseudahrensia,100,4
Otu08149,Bacteria,100,Planctomycetota,100,OM190,100,OM190_or,100,OM190_fa,100,OM190_ge,100,4
Otu08150,Bacteria,100,Planctomycetota,100,OM190,100,OM190_or,100,OM190_fa,100,OM190_ge,100,4
Otu08151,Bacteria,100,Firmicutes,100,Bacilli,100,Izemoplasmatales,100,Izemoplasmatales_fa,100,Izemoplasmatales_ge,100,4
Otu08152,Bacteria,100,Patescibacteria,100,Microgenomatia,100,Microgenomatia_unclassified,100,Microgenomatia_unclassified,100,Microgenomatia_unclassified,100,4
Otu08153,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Granulosicoccales,100,Granulosicoccaceae,100,Granulosicoccus,100,4
Otu08154,Bacteria,100,Firmicutes,100,Bacilli,100,Izemoplasmatales,100,Izemoplasmatales_fa,100,Izemoplasmatales_ge,100,4
Otu08155,Bacteria,100,Patescibacteria,100,Microgenomatia,100,Microgenomatia_unclassified,100,Microgenomatia_unclassified,100,Microgenomatia_unclassified,100,4
Otu08156,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,4
Otu08157,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Pseudomonadales,100,Pseudomonadaceae,100,Pseudomonas,100,4
Otu08158,Bacteria,100,Firmicutes,100,Limnochordia,100,Limnochordales,100,Limnochordaceae,100,Limnochordaceae_ge,100,4
Otu08159,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Hungateiclostridiaceae,100,Hungateiclostridiaceae_unclassified,100,4
Otu08160,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Pseudahrensia,75,4
Otu08161,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Dietziaceae,100,Dietzia,100,4
Otu08162,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Dietziaceae,100,Dietzia,100,4
Otu08163,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_unclassified,100,Babeliales_unclassified,100,4
Otu08164,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Dietziaceae,100,Dietzia,100,4
Otu08165,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Sphingomonadales,100,Sphingomonadaceae,100,Sphingomonas,100,4
Otu08166,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_unclassified,100,Babeliales_unclassified,100,4
Otu08167,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_unclassified,100,Babeliales_unclassified,100,4
Otu08168,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_unclassified,100,Babeliales_unclassified,100,4
Otu08169,Bacteria,100,Bdellovibrionota,100,Oligoflexia,100,Oligoflexales,100,Oligoflexaceae,100,uncultured,100,4
Otu08170,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,100,4
Otu08171,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Xanthobacteraceae,100,Xanthobacteraceae_unclassified,100,4
Otu08172,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,4
Otu08173,Bacteria,100,Firmicutes,100,Clostridia,100,Peptostreptococcales-Tissierellales,100,Peptostreptococcaceae,100,Peptostreptococcaceae_unclassified,100,4
Otu08174,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_unclassified,100,Babeliales_unclassified,100,4
Otu08175,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_unclassified,100,Babeliales_unclassified,100,4
Otu08176,Bacteria,100,Cyanobacteria,100,Cyanobacteria_unclassified,100,Cyanobacteria_unclassified,100,Cyanobacteria_unclassified,100,Cyanobacteria_unclassified,100,4
Otu08177,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Gammaproteobacteria_Incertae_Sedis,100,Unknown_Family,100,uncultured,100,4
