,kingdom,btk,phylum,btp,class,btc,order,bto,family,btf,genus,btg,abundance
Otu00738,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,95,428
Otu00739,Bacteria,100,Cyanobacteria,100,Cyanobacteriia,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,428
Otu00740,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Dermacoccaceae,100,Kytococcus,100,428
Otu00741,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Coxiellales,100,Coxiellaceae,100,Coxiella,100,428
Otu00742,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Beijerinckiaceae,100,Methylobacterium-Methylorubrum,100,426
Otu00743,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Planctomycetales,100,Gimesiaceae,100,uncultured,100,426
Otu00744,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,424
Otu00745,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,423
Otu00746,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Actinomarinales,100,uncultured,100,uncultured_ge,100,421
Otu00747,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Sphingomonadales,100,Sphingomonadaceae,100,Sphingomonas,100,418
Otu00748,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Rubritalea,100,417
Otu00749,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,416
Otu00750,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Legionellales,100,Legionellaceae,100,uncultured,100,416
Otu00751,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,416
Otu00752,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,415
Otu00753,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Roseovarius,100,414
Otu00754,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Acetobacterales,100,Acetobacteraceae,100,Craurococcus-Caldovatus,100,412
Otu00755,Bacteria,100,Cyanobacteria,100,Cyanobacteriia,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,411
Otu00756,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,411
Otu00757,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Xanthomonadales,100,Xanthomonadaceae,100,Stenotrophomonas,100,410
Otu00758,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Octadecabacter,100,409
Otu00759,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Methyloligellaceae,100,uncultured,100,409
Otu00760,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,91,409
Otu00761,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Frankiales,100,Geodermatophilaceae,100,Modestobacter,94,408
Otu00762,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,96,407
Otu00763,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,uncultured,100,406
Otu00764,Bacteria,100,Chloroflexi,100,Anaerolineae,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,406
Otu00765,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Sphingomonadales,100,Sphingomonadaceae,100,Sphingomonadaceae_unclassified,100,404
Otu00766,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,HOC36,100,HOC36_fa,100,HOC36_ge,100,404
Otu00767,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Haloimpatiens,99,403
Otu00768,Bacteria,100,Firmicutes,100,Clostridia,100,Lachnospirales,100,Lachnospiraceae,100,Natranaerovirga,95,400
Otu00769,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Pseudomonadales,100,Marinobacteraceae,100,Marinobacter,100,398
Otu00770,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliaceae,100,Babeliaceae_ge,62,396
Otu00771,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Waddliaceae,100,Waddlia,100,396
Otu00772,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,81,395
Otu00773,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,395
Otu00774,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,395
Otu00776,Archaea,100,Euryarchaeota,100,Methanobacteria,100,Methanobacteriales,100,Methanobacteriaceae,100,Methanobacterium,100,394
Otu00777,Bacteria,100,Actinobacteriota,100,Coriobacteriia,100,Coriobacteriia_unclassified,100,Coriobacteriia_unclassified,100,Coriobacteriia_unclassified,100,394
Otu00778,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,391
Otu00779,Bacteria,100,Patescibacteria,100,Saccharimonadia,100,Saccharimonadales,100,Saccharimonadales_fa,100,Saccharimonadales_ge,100,389
Otu00780,Bacteria,100,Firmicutes,100,Bacilli,100,Lactobacillales,100,Aerococcaceae,100,Facklamia,99,388
Otu00781,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Kangiellaceae,100,uncultured,100,386
Otu00782,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,385
Otu00783,Bacteria,100,Firmicutes,100,Clostridia,100,Peptostreptococcales-Tissierellales,100,Peptostreptococcaceae,100,Tepidibacter,100,385
Otu00784,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,384
Otu00785,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Clostridiaceae_unclassified,100,383
Otu00786,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Flavobacteriales,100,Flavobacteriaceae,100,Flavobacterium,100,382
Otu00787,Bacteria,100,Firmicutes,100,Bacilli,100,Thermoactinomycetales,100,Thermoactinomycetaceae,100,Pasteuria,100,381
Otu00788,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Methyloligellaceae,100,uncultured,100,379
Otu00789,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,97,379
Otu00790,Bacteria,100,Cyanobacteria,100,Cyanobacteriia,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,Cyanobacteriia_unclassified,100,377
Otu00791,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Beijerinckiaceae,100,Methylobacterium-Methylorubrum,100,376
Otu00792,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,376
Otu00793,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Alphaproteobacteria_unclassified,100,Alphaproteobacteria_unclassified,100,Alphaproteobacteria_unclassified,100,374
Otu00794,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Coxiellales,100,Coxiellaceae,100,Coxiella,100,373
Otu00795,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Coxiellales,100,Coxiellaceae,100,Coxiella,100,371
Otu00796,Bacteria,100,Patescibacteria,100,Saccharimonadia,100,Saccharimonadales,100,Saccharimonadales_unclassified,100,Saccharimonadales_unclassified,100,370
Otu00797,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellula,82,370
Otu00798,Bacteria,100,Planctomycetota,100,Phycisphaerae,100,MSBL9,100,MSBL9_unclassified,100,MSBL9_unclassified,100,369
Otu00799,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Actinomarinales,100,uncultured,100,uncultured_ge,100,367
Otu00800,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Amaricoccus,92,367
Otu00801,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Microtrichaceae,100,Sva0996_marine_group,100,366
Otu00802,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Methyloligellaceae,100,uncultured,98,366
Otu00803,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,366
Otu00804,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,365
Otu00805,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,DEV007,100,DEV007_ge,100,364
Otu00806,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiaceae,100,uncultured,100,363
Otu00807,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Planctomycetales,100,Planctomycetales_unclassified,100,Planctomycetales_unclassified,100,363
Otu00808,Bacteria,100,Firmicutes,100,Clostridia,100,Lachnospirales,100,Defluviitaleaceae,100,Defluviitalea,100,362
Otu00809,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,362
Otu00810,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Alphaproteobacteria_unclassified,100,Alphaproteobacteria_unclassified,100,Alphaproteobacteria_unclassified,100,361
